"","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"59",3.26377481420228e-54,7.579486679968e-54,1.76499375615434e-53,4.15662562887815e-53,9.98489709956304e-53,2.46742112761198e-52,6.31320939066944e-52,1.6785167606548e-51,4.65303535292083e-51,1.34942518686635e-50,4.10798420956732e-50,1.31634623505192e-49,4.44544618403367e-49,1.5838398702467e-48,5.95942995544509e-48,2.37051410251524e-47,9.98969556859456e-47,4.4904704996955e-46,2.17047801380061e-45,1.13720026380688e-44,6.51074368515906e-44,4.12345999770776e-43,3.02047622714275e-42,2.71578035075797e-41,3.1811016674848e-40,5.15207585411484e-39,1.23208470200331e-37,5.1012076966541e-36,4.61047452858161e-34,1.14908850765811e-31,9.97680818232126e-29,3.76578577252992e-25,4.84709366952442e-21,9.18196941222353e-17,1.06216881836794e-12,3.11335885141493e-09,9.61916002862992e-07,2.10113214684869e-05,6.11836555831222e-05,5.12606790777839e-05,2.66686610358102e-05,1.85945725100549e-05,2.67569751021038e-05,3.40689565319875e-05,1.2159184009831e-05,3.85324470468738e-07,3.43461521876553e-10,3.43193660778411e-15,7.32742161356375e-22,1.22402328428948e-29,5.87047793478001e-38,2.96634207118201e-46,5.44421293058112e-54,5.49347730477896e-61,2.57977396415855e-67,4.71474737480518e-73,2.80412915503754e-78
"60",1.96439730002956e-58,6.09691760205643e-58,1.89098770768567e-57,5.89648913048271e-57,1.8597464958909e-56,5.96884164759048e-56,1.95939582321857e-55,6.60392526647713e-55,2.29371231892612e-54,8.24027192232492e-54,3.07339806295033e-53,1.194399963466e-52,4.85335343649187e-52,2.06915106309086e-51,9.28747358311144e-51,4.40407869107224e-50,2.21788081476324e-49,1.20143735822362e-48,7.10500019378482e-48,4.65529637993372e-47,3.42981820919915e-46,2.89506033302231e-45,2.93939501979038e-44,3.82158611716656e-43,6.77358757577827e-42,1.74255820899092e-40,6.96060679596706e-39,4.96913455978264e-37,7.72456427027481e-35,3.19052178894278e-32,4.27246822433098e-29,2.2374320574582e-25,3.56319359745206e-21,7.62774374209332e-17,9.34778241287246e-13,2.79296590860441e-09,8.68669564395656e-07,1.91866485115626e-05,5.66099911129346e-05,4.79148190521867e-05,2.49840455088021e-05,1.72347242518016e-05,2.42176221741251e-05,3.02669763326139e-05,1.09013059142449e-05,3.6662455041546e-07,3.73043657631119e-10,4.63587282854472e-15,1.27077506362633e-21,2.59270407199292e-29,1.3312781158479e-37,5.81702185663611e-46,6.91348166758906e-54,3.4022694366621e-61,6.25126758943965e-68,3.82443720506987e-74,6.94767668817394e-80
"61",8.56393580018071e-63,3.66868641758461e-62,1.56552964418652e-61,6.67997613155581e-61,2.86088785036482e-60,1.23449496806336e-59,5.38805181261298e-59,2.38823889962745e-58,1.0793974103538e-57,4.99455280818929e-57,2.37562731566715e-56,1.16686476977089e-55,5.9537522277809e-55,3.17497737941946e-54,1.78041727817226e-53,1.056296616745e-52,6.68647673818052e-52,4.59937628468907e-51,3.51045184167827e-50,3.03572130481821e-49,3.03716163478453e-48,3.60232760510733e-47,5.33237948173786e-46,1.0500409470808e-44,2.93219452717213e-43,1.23775501210332e-41,8.44822870556102e-40,1.05022324107485e-37,2.78827883131905e-35,1.8558453811539e-32,3.63505334853404e-29,2.43341238306998e-25,4.30595479090143e-21,9.23232649806555e-17,1.06222162592058e-12,2.90439564518793e-09,8.37858078743258e-07,1.78168012936287e-05,5.2057680761473e-05,4.42853080780242e-05,2.32422554638316e-05,1.59464414532646e-05,2.18951429478088e-05,2.68821810233156e-05,9.85252423144049e-06,3.59857365233018e-07,4.37267031098531e-10,7.27415343716534e-15,2.83660095207022e-21,8.0474167111314e-29,5.16509806271572e-37,2.3323077834837e-45,2.19044722638508e-53,6.49367134494118e-61,5.75910731469313e-68,1.43393002592567e-74,9.40609220310966e-81
"62",2.72822524270541e-67,1.66959385757931e-66,1.01474597855542e-65,6.13658048697529e-65,3.69934500580832e-64,2.22724599852538e-63,1.34306600786102e-62,8.14620684537873e-62,4.99150124687169e-61,3.10322580870394e-60,1.96604079857013e-59,1.27638668183832e-58,8.56347871669893e-58,5.99029253813231e-57,4.40785522030461e-56,3.4422286976993e-55,2.88616503580602e-54,2.65895138128031e-53,2.76291150103671e-52,3.32391913735821e-51,4.75248088400852e-50,8.31458200202594e-49,1.87524189418691e-47,5.80538175059909e-46,2.62691220330865e-44,1.85006206674273e-42,2.16384520953567e-40,4.62622223329103e-38,2.03859708478731e-35,2.08910656904707e-32,5.61737945143398e-29,4.42842335930023e-25,7.90074100237751e-21,1.52990387674664e-16,1.49450440406252e-12,3.42315129195451e-09,8.56498696982409e-07,1.68281879970856e-05,4.77121797981141e-05,4.05530443604774e-05,2.14655002693447e-05,1.46994870629211e-05,1.97381525847018e-05,2.38634427784252e-05,8.99062649093388e-06,3.65329760909653e-07,5.54148769489687e-10,1.32360961311601e-14,8.08936302306747e-21,3.60784656900837e-28,3.35530558414592e-36,1.85924810621212e-44,1.67624443834132e-52,3.69266345241057e-60,1.95705371806635e-67,2.43518695358994e-74,6.94279459501848e-81
"63",6.39320819918151e-72,5.798156679399e-71,5.20840554059555e-70,4.63515199471272e-69,4.08759732301003e-68,3.57300371862991e-67,3.10187059496589e-66,2.68633832009459e-65,2.3315612332824e-64,2.03743749552698e-63,1.80085209327321e-62,1.62044961512738e-61,1.50067944786533e-60,1.44693394024922e-59,1.46937040886709e-58,1.58982434145134e-57,1.859549905405e-56,2.41585722852219e-55,3.59372098371499e-54,6.31003911211025e-53,1.34815334418374e-51,3.62167778834381e-50,1.28747659657361e-48,6.42833013086839e-47,4.78493903445869e-45,5.63591151259365e-43,1.11582203402226e-40,3.99222371419788e-38,2.80105364240655e-35,4.18329523347735e-32,1.44347761755837e-28,1.2382971282499e-24,2.04145460788346e-20,3.26662118714983e-16,2.49155542363071e-12,4.44860255775844e-09,9.1514220794339e-07,1.60927659013774e-05,4.36244941183544e-05,3.69194207088188e-05,1.97547381702864e-05,1.35346183743447e-05,1.77541455905568e-05,2.11316984635351e-05,8.23987856646002e-06,3.80040524588521e-07,7.48570330630562e-10,2.73808694841576e-14,2.87144087403949e-20,2.26146073733287e-27,3.50975425852061e-35,2.81659759098239e-43,2.94506889424145e-51,5.92567246985672e-59,2.32368061992822e-66,1.78441064972715e-73,2.69634664118448e-80
"64",1.10926082206987e-76,1.55025760371733e-75,2.14097622955738e-74,2.91868592972389e-73,3.92337834843367e-72,5.19494765970892e-71,6.78429605916226e-70,8.77822830372351e-69,1.13076164974419e-67,1.45707210343561e-66,1.88722622204891e-65,2.47482718189586e-64,3.32908340994253e-63,4.65818072572671e-62,6.87500193122095e-61,1.08529330088127e-59,1.86393026466358e-58,3.58889437286652e-57,8.01072850259748e-56,2.14336196306016e-54,7.10825575227564e-53,3.02659960899716e-51,1.7365278910286e-49,1.41775663684864e-47,1.73935132206433e-45,3.38618898927952e-43,1.10436436444541e-40,6.34020282921886e-38,6.70842460431125e-35,1.36949424474114e-31,5.64700027929366e-28,4.88616991878727e-24,6.89028103588318e-20,8.45815704986462e-16,4.71008387981628e-12,6.20067936596766e-09,1.007749267118e-06,1.55083244238548e-05,3.98264214881753e-05,3.35323210602681e-05,1.81858568572862e-05,1.24816766706717e-05,1.59458362172969e-05,1.86298456276485e-05,7.54360252307629e-06,4.01213852208118e-07,1.06223502946677e-09,6.30993615311722e-14,1.23546290693551e-19,1.91751158261316e-26,5.68283204077706e-34,7.74685066820739e-42,1.12872629290983e-49,2.54024497489587e-57,9.12587433289049e-65,5.37048903060701e-72,5.31278441168053e-79
"65",1.43439611335801e-81,3.21964924328672e-80,7.12831181073759e-79,1.55344687731897e-77,3.32529851842332e-76,6.97762011625729e-75,1.43626566743995e-73,2.91344758361397e-72,5.85257102389608e-71,1.16997158021644e-69,2.33894156725823e-68,4.71275481510832e-67,9.71362270892513e-66,2.08077252635776e-64,4.70642395653447e-63,1.14200138791684e-61,3.02941602023158e-60,9.06896572168174e-59,3.1734144613011e-57,1.34440361410459e-55,7.14216748078551e-54,4.93332249191041e-52,4.63019339845981e-50,6.19347832013273e-48,1.23845504710237e-45,3.88302582291179e-43,1.9999495381849e-40,1.74079538640403e-37,2.59742496439616e-34,6.73643835546377e-31,3.07918064417672e-27,2.49865264653056e-23,2.81780679803921e-19,2.49951505921606e-15,9.66195274722612e-12,9.01704121390184e-09,1.12775513032539e-06,1.4989772169443e-05,3.63358176502944e-05,3.0490136972687e-05,1.68109862801043e-05,1.15600726401283e-05,1.43109596582533e-05,1.63191859860421e-05,6.86124031258078e-06,4.2572978666582e-07,1.56043461459065e-09,1.58735345649497e-13,6.2744929014603e-19,2.12791081008636e-25,1.36914287602537e-32,3.69585944214613e-40,8.96599350520792e-48,2.75388089615615e-55,1.12226426883199e-62,6.31957352458181e-70,5.12109063297397e-77
"66",1.39133359626322e-86,5.23975819648952e-85,1.94391960463948e-83,7.08469248442964e-82,2.52946065920268e-80,8.8229748513606e-79,3.00747630615199e-77,1.00636601511339e-75,3.32187188287856e-74,1.08689992266917e-72,3.5423160871525e-71,1.15932728650981e-69,3.87147318318221e-68,1.34192217228943e-66,4.91121223490379e-65,1.93058888102819e-63,8.31582949767335e-62,4.05296123006263e-60,2.31534609229887e-58,1.60605896539616e-56,1.40131141764543e-54,1.59372281666359e-52,2.45491016699021e-50,5.3281930894408e-48,1.69521814598882e-45,8.22530987539696e-43,6.32040992893436e-40,7.76835412008307e-37,1.5095740287973e-33,4.58169271501001e-30,2.14559700029746e-26,1.52286484964877e-22,1.29669767283612e-18,7.9415637958459e-15,2.05940398802263e-11,1.33113954904031e-08,1.2647356416424e-06,1.4462352292817e-05,3.3154199354512e-05,2.78475239091962e-05,1.56628598810099e-05,1.07815039341743e-05,1.28445706288938e-05,1.41783013346199e-05,6.16817177886342e-06,4.49862347437749e-07,2.33968310295187e-09,4.27352270842519e-13,3.66472583488992e-18,2.99168624340754e-24,4.72067284248426e-31,2.92347436803765e-38,1.40327672966131e-45,7.15129525112301e-53,4.09334767579978e-60,2.76900017203385e-67,2.32924751140012e-74
